,index,company_name,record_date,fei_number,record_type,state,establishment_type_x,publish_date,excerpt,href,pdf_url,pdf_name,firm_name,establishment_type_y,facility_city,auditors,audit_dates,observations,topic_number,topic_probability
5,186,Nephron Pharmaceuticals Corporation dba Nephron Sterile Compounding Center,2019-11-15,3011158388,483,South Carolina,Outsourcing Facility,2020-05-04,NaN,/media/137539/download,https://www.fda.gov/media/137539/download,Nephron508ed,"Nephron Pharmaceuticals Corporation dba Nephron Sterile Compounding Center          West Columbia, SC 29172-3025  ",   503B Outsourcing Facility  ,"INEM LO PMALMaASS Uae VUE PEE aL UNG Nephron Sterile Compounding Center          West Columbia, SC 29172-3025  ","a ee, SS See ee OR eS eee eee  Jared P Stevens, Investigator Seneca D Toms, Investigator     ",   34N s/NO/NANAWAH 414/40 /9AnA Hs  ,"Established test procedures are not documented at the time of performance.  Specifically, The firm does not maintain documentation of the start, stop or elapsed time for the incubation of rapid sterility tes Bs i _ The firm only temporarily records start and due/end times on a piece of tape on the  box holding the sample ) (4) This tape is discarded following testing. Incubation within established time and temperature specification is important in obtaining valid product sterility results.  ",20,0.8497350215911865
5,186,Nephron Pharmaceuticals Corporation dba Nephron Sterile Compounding Center,2019-11-15,3011158388,483,South Carolina,Outsourcing Facility,2020-05-04,NaN,/media/137539/download,https://www.fda.gov/media/137539/download,Nephron508ed,"Nephron Pharmaceuticals Corporation dba Nephron Sterile Compounding Center          West Columbia, SC 29172-3025  ",   503B Outsourcing Facility  ,"INEM LO PMALMaASS Uae VUE PEE aL UNG Nephron Sterile Compounding Center          West Columbia, SC 29172-3025  ","a ee, SS See ee OR eS eee eee  Jared P Stevens, Investigator Seneca D Toms, Investigator     ",   34N s/NO/NANAWAH 414/40 /9AnA Hs  ,"in           Appropriate controls are not exercised over computers or related systems to assure that changes in master production and control records or other records are instituted only by authorized personnel.  Specifically,  1. The computer systems used to locally store sterility sample results for the firm’s (b ) (4) instruments allows the addition and deletion of files in the directory used for storage of (b) (4) data while logged i in under the Windows operating system’s shared general laboratory user login.  2. According to the firm’s Chief Technology Officer (b) (4) © sterility testing data is supposed to be backed up b) (4) '; however, data file backup did not occur for one of the firm’s  (4) __ computer systems from August of 201 9 to November 4, 2019. During the time since the backup stopped, approximately samples runs were conducted on the instrument.  3. The(b) (4) | system allows for the deletion of the audit trail on the computers. The audit trail prior to August 2019 for one of the(b) (4) computers was deleted from one of (6) (4) computer systems. The system has been in used since (6)@).  ",9,0.9890514016151428
5,186,Nephron Pharmaceuticals Corporation dba Nephron Sterile Compounding Center,2019-11-15,3011158388,483,South Carolina,Outsourcing Facility,2020-05-04,NaN,/media/137539/download,https://www.fda.gov/media/137539/download,Nephron508ed,"Nephron Pharmaceuticals Corporation dba Nephron Sterile Compounding Center          West Columbia, SC 29172-3025  ",   503B Outsourcing Facility  ,"INEM LO PMALMaASS Uae VUE PEE aL UNG Nephron Sterile Compounding Center          West Columbia, SC 29172-3025  ","a ee, SS See ee OR eS eee eee  Jared P Stevens, Investigator Seneca D Toms, Investigator     ",   34N s/NO/NANAWAH 414/40 /9AnA Hs  ,"There is a failure to thoroughly review any unexplained discrepancy whether or not the batch has been already distributed.  Specifically, the firm does not conduct investigations when finished product rapid sterility samples are deemed “background too high”. Samples were deemed ""background too high"" approximately 23 times in the last 90 days, with no investi zations performed. The source nor cause of the high event counts have been identified. The product i(b) (Se ‘bye )(b) (4) without identification of the cause, nor examination to identify  1.     the events. In all cases with the exception of a recent “background too high” sample which is currently undergoing (6) (4) sterility testing on the (6)(4) sampling of the lot, products have been released as passing sterility based on (by (4) (6)(4) sampling passing.  *DATES OF INSPECTION 10/28/2019(Mon), 10/29/2019(Tue), 10/30/2019( Wed), 10/31/2019(Thu), 11/01/2019(Fri), 11/04/2019(Mon), 11/05/2019(Tue), 11/06/2019( Wed), 11/07/2019(Thu), 11/15/2019(Fri)     ",5,0.9859927892684937
6,189,"Empower Clinic Services, LLC",2020-03-06,3011887629,483,Texas,Outsourcing Facility,2020-05-04,NaN,/media/137544/download,https://www.fda.gov/media/137544/download,Empower508ed_0,"SWS ON th OI EV EY HIN CITY, STATE, ZIP CODE, COUNTRY  Houston, TX 77041-5251     ",TYPE ESTABLISHMENT INSPECTED Outsourcing Facility  ,"   a ee eS eS ee ee ee  CITY, STATE, ZIP CODE, COUNTRY  Houston,  TX 77041-5251  ","Camerson E Moore, Investigator  ",iN DATE(S) OF INSPECTION  2/12/2020-3/6/2020*  ,"Aseptic processing areas are deficient regarding the system for monitoring environmental conditions.  Specifically, your firm’s procedure, T06.04 (Bb) (4) — Environmental Monitoring System, Revision 02, requires that operators document differential pressure, relative humidity, and temperature monitoring before and during sterile drug production. Your procedure fails to require the recording and/or documentation of these results as part of your firm batch record. The Sterile Temperature, Pressure, and Humidity Monitoring Logs dated 2/4/2019 through 2/28/2020 demonstrated that your firm did not always document the differential pressure, relative humidity, and temperature before and during drug production in each ISO classified area. You failed to maintain adequate environmental controls during sterile drug production.  Production and Process Control  ",18,0.1203043982386589
6,189,"Empower Clinic Services, LLC",2020-03-06,3011887629,483,Texas,Outsourcing Facility,2020-05-04,NaN,/media/137544/download,https://www.fda.gov/media/137544/download,Empower508ed_0,"SWS ON th OI EV EY HIN CITY, STATE, ZIP CODE, COUNTRY  Houston, TX 77041-5251     ",TYPE ESTABLISHMENT INSPECTED Outsourcing Facility  ,"   a ee eS eS ee ee ee  CITY, STATE, ZIP CODE, COUNTRY  Houston,  TX 77041-5251  ","Camerson E Moore, Investigator  ",iN DATE(S) OF INSPECTION  2/12/2020-3/6/2020*  ,"Time limits are not established when appropriate for the completion of each production phase to assure the quality of the drug product.  Specifically, your firm failed to establish validated hold-times for sterilized bulk drug products to mitigate the risk of contamination of finished drug products. For example, the table below shows the date production process steps were performed for selected batch records.  Drug Product Description Lot # Formulation f ; Fill Date (s) Date d Levprolide 10mg/ml 64738 (b) (4 2/15/20  Glycine 50mg/ml 64619 2/14/20  Testosterone Cyp.in GSO (5 ml) 200 | 64579 2/14/20 & mg/ml Injectable 2/15/20 Testosterone Cyp.in GSO (5 ml) 50 56796 8/28/19 mg/ml Injectable  Pyridoxine HCL (Vit B6) (30 ml) 62303 1/7/20 100 mg/ml Injectable  Your firm’s management reported the firm has not established a written hold-time procedure.  Quality  ",2,0.46650105714797974
6,189,"Empower Clinic Services, LLC",2020-03-06,3011887629,483,Texas,Outsourcing Facility,2020-05-04,NaN,/media/137544/download,https://www.fda.gov/media/137544/download,Empower508ed_0,"SWS ON th OI EV EY HIN CITY, STATE, ZIP CODE, COUNTRY  Houston, TX 77041-5251     ",TYPE ESTABLISHMENT INSPECTED Outsourcing Facility  ,"   a ee eS eS ee ee ee  CITY, STATE, ZIP CODE, COUNTRY  Houston,  TX 77041-5251  ","Camerson E Moore, Investigator  ",iN DATE(S) OF INSPECTION  2/12/2020-3/6/2020*  ,"The responsibilities and procedures applicable to the quality control unit are not in writing and fully followed.  Specifically, your firm failed to adequately write and fully follow the following procedures applicable to your firm's quality unit:  A. Your firm failed to adequately implement your firm's change control procedure, T01.05 Good  Documentation Practices, Revision 03 for changes made to approved protocols. For example:  1. During a review of your firm's performance qualification report, (DB) (4) Vial Washer, Model © @) )@) Performance Qualification Report, Version V 3.0 dated 6/27/2019, I found your firm made changes to the protocol reporting section without initiating a change control and receiving approval to revise the original approved protocol. (b) (4) Vial Washer, Model (b) (4) Performance Qualification Protocol, Version V 3.0 dated 6/27/2019.  2. During a review of your firm's performance qualification report, (b) (4) (D) (4)performance Qualification Report, Asset #(b) (4), Revision V.3 dated November 2019. Approved 11/12/2019, I found your firm made changes to the protocol reporting section without a AW a change control and receiving approval to revise the original approved protocol, (DB) (4) (D) (4)performance  Qualification Protocol, Asset #(®) (4), Revision V.3 dated November 2019, Approved 11/12/2019.  B. Your firm failed to adequately implement your firm's written, procedure T08.19 Investigation of Non- conformance and CAPA Issuance procedure, Revision 03. For example, during a review of your firm's performance qualification report, (b) (4) (b) (4) Performance Qualification Report, Asset # (6) (4), Revision V.3 dated November 2019, Approved 11/12/2019, I found as a result of investigations into documented deviations, your firm's quality unit made changes to the acceptance criteria documented within the original protocol without obtaining your firm's management approval prior to its implementation and ultimate approval of the performance qualification.  ",15,0.9933860898017883
6,189,"Empower Clinic Services, LLC",2020-03-06,3011887629,483,Texas,Outsourcing Facility,2020-05-04,NaN,/media/137544/download,https://www.fda.gov/media/137544/download,Empower508ed_0,"SWS ON th OI EV EY HIN CITY, STATE, ZIP CODE, COUNTRY  Houston, TX 77041-5251     ",TYPE ESTABLISHMENT INSPECTED Outsourcing Facility  ,"   a ee eS eS ee ee ee  CITY, STATE, ZIP CODE, COUNTRY  Houston,  TX 77041-5251  ","Camerson E Moore, Investigator  ",iN DATE(S) OF INSPECTION  2/12/2020-3/6/2020*  ,"Your firm compound drugs that are essentially a copy of one or more approved drugs within the meaning of sections 503B(a)(5) and 503B(d)(2). Specifically, a) you compound drug products that are identical or nearly  identical to an approved drug that is not on the drug shortage list in effect under section 506E at the time of compounding, distribution, and dispensing: or b) are not identical or nearly identical to an approved drug, but contain a bulk drug substance that is also a component of an approved drug, and for which there is no change that produces for an individual patient a clinical difference, as determined by the prescribing practitioner, between the compounded drug and the comparable approved drug.  Examples of compounded drug products that are essentially a copy of one or more approved drugs include:  A. Human Chorionic Gonadotropin B. Menotropins Injection  C. Leuprolide Acetate Injection  D. Pyridoxine HCL Injection  This is a repeat observation.  ",2,0.985569179058075
6,189,"Empower Clinic Services, LLC",2020-03-06,3011887629,483,Texas,Outsourcing Facility,2020-05-04,NaN,/media/137544/download,https://www.fda.gov/media/137544/download,Empower508ed_0,"SWS ON th OI EV EY HIN CITY, STATE, ZIP CODE, COUNTRY  Houston, TX 77041-5251     ",TYPE ESTABLISHMENT INSPECTED Outsourcing Facility  ,"   a ee eS eS ee ee ee  CITY, STATE, ZIP CODE, COUNTRY  Houston,  TX 77041-5251  ","Camerson E Moore, Investigator  ",iN DATE(S) OF INSPECTION  2/12/2020-3/6/2020*  ,"The containers of your outsourcing facility’s drug products does not include information required by section 503B(a)(10)(B). Specifically, your containers do not include the following information:  a) Information to facilitate adverse event reporting: www.fda.gov/medwatch and 1—-800—FDA~— 1088: Examples of your container labels that do not contain this information:  3. Testosterone Cypionate 200 mg/ml Injection  4. Testosterone Cypionate 50mg/ml Injection 5. HCG 12000 IU  6. HCG 6000 IU  7. FSH 1500 IU  8. Menotropins (HMG) 500 IU  9. Ascorbic Acid Preserved 500mg/ml  10. Leuprolide Acetate 40MCG/0.2ml  11. Pyridoxine HCL (Vit B6) 100mg/ml  12. BCAA 30ml 15/10/40 MG/ML Injection 13. Taurine 50 mg/ml Injection  14. Omnitrope 5.8mg Injection  15. Glutathione Preserved 200mg/ml Injection  ",8,0.29276716709136963
6,189,"Empower Clinic Services, LLC",2020-03-06,3011887629,483,Texas,Outsourcing Facility,2020-05-04,NaN,/media/137544/download,https://www.fda.gov/media/137544/download,Empower508ed_0,"SWS ON th OI EV EY HIN CITY, STATE, ZIP CODE, COUNTRY  Houston, TX 77041-5251     ",TYPE ESTABLISHMENT INSPECTED Outsourcing Facility  ,"   a ee eS eS ee ee ee  CITY, STATE, ZIP CODE, COUNTRY  Houston,  TX 77041-5251  ","Camerson E Moore, Investigator  ",iN DATE(S) OF INSPECTION  2/12/2020-3/6/2020*  ,"Your outsourcing facility has not submitted adverse event reports in 2019 FDA in accordance with the  content and format requirements established through guidance (AE Reporting Guidance) or regulation under section 310.305 of 21 CFR.  *DATES OF INSPECTION  2/12/2020(Wed), 2/13/2020(Thu), 2/14/2020(EFri), 2/19/2020(Wed), 2/20/2020(Thu), 2/21/2020(Fri), 2/24/2020(Mon), 2/26/2020(Wed), 2/27/2020(Thu), 2/28/2020(Fri), 3/02/2020(Mon), 3/03/2020(Tue), 3/06/2020(Fri)  ",15,0.039757709950208664
7,191,VA New Jersey Health Care System,2020-02-27,3011110195,483,New Jersey,Producer of Sterile Drug Products,2020-05-04,NaN,/media/137552/download,https://www.fda.gov/media/137552/download,VANewJersey508ed,"          Mr. Vincent Immiti, MBA, FACHE, Medical Ce      Ai a eal Sk Geen TAG, Beate Chen lbatces  ",Yenter Director     385 Tremont Ave  ,"NAGASE APD TELE OP ELA. Pe Pe P| lee Mr. Vincent Immiti, MBA, FIRM NAME VA New Jersev Health Care System               FACHE, Medical Ce      ",   TAICOWOO STEAL. Ee CAMO Ot. TEMA  ,ERVICES |  ,"Personnel touched equipment or other surface located outside the ISO 5 classified aseptic processing area with gloved hands and then engaged in aseptic processing without changing or sanitizing gloves.           Specifically,             On 02/11/2020, pharmacy technician ® was observed touching the plunger of the syringe 5 times during the production of Rituxamb.               ",19,0.07056240737438202
